time;prec;temp;;;;;;
11;202,8;25.277.778;;;;;;
11;177,6;26.519.716;;;;;;
11;149,4;23.865.556;;;;;;
11;159,6;24.955;;;;;;
11;158,4;26.407.778;;;;;;
11;121,8;25.949.028;;;;;;
11;125,6;25.035.972;;;;;;
11;null;25.443.079;;;;;;
11;null;null;;;;;;
11;null;25.138.725;;;;;;
11;148,6;25.087.186;;;;;;
11;null;null;;;;;;
11;null;null;;;;;;
11;null;null;;;;;;
12;null;null;;;;;;
12;null;null;;;;;;
12;null;25.938.783;;;;;;
12;262,2;26.463.867;;;;;;
12;119,6;26.175.269;;;;;;
12;64,8;26.523.925;;;;;;
12;188;25.613.844;;;;;;
12;233,4;25.127.688;;;;;;
12;113,8;26.571.237;;;;;;
12;152,4;26.885.618;;;;;;
12;95,8;27.311.389;;;;;;
12;120;26.051.478;;;;;;
12;null;25.758.929;;;;;;
12;null;null;;;;;;
12;221,4;25.874.059;;;;;;
12;44,4;27.155.242;;;;;;
12;234,8;2.561.326;;;;;;
12;null;null;;;;;;
12;null;null;;;;;;
